sequence,dimension,n,mode,scramble,implementation,backend,order,repetition_seeds,setup_seconds,first_call_seconds,samples_seconds,median_seconds,q25_seconds,q75_seconds
halton,2,8192,fresh,True,jax,cpu,0,"[3588120924, 1371161455, 505141399, 153464569, 1805983875, 1184740143, 4183745792]",0.006025361999945744,0.6295490280001559,"[0.0011090399998465728, 0.00113422399999763, 0.001087435000044934, 0.0011108410001270386, 0.001099100999908842, 0.0011254529999860097, 0.001115720999905534]",0.0011108410001270386,0.0011040704998777073,0.0011205869999457718
halton,2,8192,fresh,True,jax,gpu,1,"[3588120924, 1371161455, 505141399, 153464569, 1805983875, 1184740143, 4183745792]",0.007222894000051383,1.141000976999976,"[0.0016364279999834253, 0.0015920509999887145, 0.0015934560001369391, 0.0015937299999677634, 0.0015874769999300042, 0.0016177659999812022, 0.001594846999978472]",0.0015937299999677634,0.0015927535000628268,0.001606306499979837
halton,2,8192,fresh,True,scipy,cpu,2,"[3588120924, 1371161455, 505141399, 153464569, 1805983875, 1184740143, 4183745792]",0.005487094000045545,0.011553430000049048,"[0.010337671999877784, 0.010356492000028084, 0.010341169999946942, 0.010366703000045163, 0.010345939999979237, 0.010349657000006118, 0.010340052999936233]",0.010345939999979237,0.010340611499941588,0.010353074500017101
halton,2,32768,fresh,True,jax,gpu,0,"[2236213865, 3183397200, 2187852322, 359731012, 3638370966, 2012442454, 3537677039]",0.0002316929999324202,1.1461930800001028,"[0.0016584380000495003, 0.0016177570000763808, 0.0016060580001067137, 0.0015829950000352255, 0.001584619999903225, 0.0015943880000577337, 0.0015684289999171597]",0.0015943880000577337,0.0015838074999692253,0.0016119075000915473
halton,2,32768,fresh,True,scipy,cpu,1,"[2236213865, 3183397200, 2187852322, 359731012, 3638370966, 2012442454, 3537677039]",0.006083133999936763,0.041410162000147466,"[0.04064451499993993, 0.04049910000003365, 0.04062812200004373, 0.04034625799999958, 0.040424562999987756, 0.04037999399997716, 0.04026124299980438]",0.040424562999987756,0.04036312599998837,0.04056361100003869
halton,2,32768,fresh,True,jax,cpu,2,"[2236213865, 3183397200, 2187852322, 359731012, 3638370966, 2012442454, 3537677039]",0.0002473350000400387,0.6009584999999333,"[0.005310286999929303, 0.004894812999964415, 0.0042357219999757945, 0.005299505000039062, 0.005255841000007422, 0.004427099999929851, 0.0053584009999667614]",0.005255841000007422,0.004660956499947133,0.005304895999984183
halton,2,131072,fresh,True,scipy,cpu,0,"[367438123, 3060686266, 2445759272, 1400380302, 267457112, 455481869, 2995412507]",0.007528524999997899,0.16079540700002326,"[0.1598364290000518, 0.15997015199991438, 0.15973145499992825, 0.15961313499997232, 0.16011646500010102, 0.1605273960001341, 0.16029294200006916]",0.15997015199991438,0.15978394199999002,0.1602047035000851
halton,2,131072,fresh,True,jax,cpu,1,"[367438123, 3060686266, 2445759272, 1400380302, 267457112, 455481869, 2995412507]",0.0002469139999448089,0.6110459239998818,"[0.014185642000029475, 0.012822529999994003, 0.014984799000103521, 0.014777408999862018, 0.014443356999890966, 0.012491296999996848, 0.0147784739999679]",0.014443356999890966,0.013504086000011739,0.01477794149991496
halton,2,131072,fresh,True,jax,gpu,2,"[367438123, 3060686266, 2445759272, 1400380302, 267457112, 455481869, 2995412507]",0.0076741259999835165,1.1618480470001487,"[0.0016910550000375224, 0.0017073550000077375, 0.0016298040000037872, 0.0016077880000011646, 0.001586493999866434, 0.0016429520001111086, 0.0016375870000047144]",0.0016375870000047144,0.001618796000002476,0.0016670035000743155
halton,5,128,fresh,True,jax,cpu,0,"[1835034240, 3340951900, 3577394031, 221443255, 2292231403, 3824260429, 1742430456]",0.006235685000092417,1.5117881149999448,"[0.00045245100000101957, 0.00045898799999122275, 0.0003997440001057839, 0.00041783999995459453, 0.0003992669999206555, 0.00038769199977650715, 0.00036892699995405565]",0.0003997440001057839,0.0003934794998485813,0.00043514549997780705
halton,5,128,fresh,True,jax,gpu,1,"[1835034240, 3340951900, 3577394031, 221443255, 2292231403, 3824260429, 1742430456]",0.01582837700016171,2.63516174099982,"[0.0025015080000230228, 0.002576187999920876, 0.00258530500013876, 0.002581118000080096, 0.0025721790000261535, 0.002567369999951552, 0.0026001999999607506]",0.002576187999920876,0.0025697744999888528,0.002583211500109428
halton,5,128,fresh,True,scipy,cpu,2,"[1835034240, 3340951900, 3577394031, 221443255, 2292231403, 3824260429, 1742430456]",0.013635640000075,0.002118753000104334,"[0.0011475950000203738, 0.0008434940000370261, 0.0008004139999684412, 0.0008271409999451862, 0.0007944769999994605, 0.0008048249999319523, 0.000802518999989843]",0.0008048249999319523,0.0008014664999791421,0.0008353174999911062
halton,5,512,fresh,True,jax,gpu,0,"[1443491669, 1732025986, 2220753113, 53982560, 1840330936, 2293071121, 969259828]",0.00021556199999395176,2.5823279080000248,"[0.002596471000060774, 0.0026403570000184118, 0.0026044029998502083, 0.0026212969999050983, 0.002688540000008288, 0.0026734519999536133, 0.002627201999985118]",0.002627201999985118,0.0026128499998776533,0.0026569044999860125
halton,5,512,fresh,True,scipy,cpu,1,"[1443491669, 1732025986, 2220753113, 53982560, 1840330936, 2293071121, 969259828]",0.013999818999991476,0.003945266000073389,"[0.001574022000113473, 0.001576654000018607, 0.0015718469999228546, 0.0015632219999588415, 0.0015815360000033252, 0.0015740520000235847, 0.0015827469999294408]",0.0015740520000235847,0.0015729345000181638,0.001579095000010966
halton,5,512,fresh,True,jax,cpu,2,"[1443491669, 1732025986, 2220753113, 53982560, 1840330936, 2293071121, 969259828]",0.0002287069999056257,1.3669905890001246,"[0.0005109470000661531, 0.0004737859999295324, 0.00042855900005633885, 0.0004915649999475136, 0.00047841499986134295, 0.0004793769999196229, 0.000511067999923398]",0.0004793769999196229,0.0004761004998954377,0.0005012560000068333
halton,5,2048,fresh,True,scipy,cpu,0,"[1124076763, 745524215, 4059357965, 2582124518, 2439227164, 3599762633, 3222492708]",0.015698920999966504,0.008048072000065076,"[0.004688385000008566, 0.004693874999929903, 0.004651986999988367, 0.0046368250000341504, 0.0046704740000222955, 0.004650791000130994, 0.004659954000089783]",0.004659954000089783,0.00465138900005968,0.004679429500015431
halton,5,2048,fresh,True,jax,cpu,1,"[1124076763, 745524215, 4059357965, 2582124518, 2439227164, 3599762633, 3222492708]",0.00023399199994855735,1.4771145469999283,"[0.0008426130000316334, 0.0008712540000033187, 0.0007857779999085324, 0.0007894359998772416, 0.0008152569998856052, 0.0008664259999022761, 0.0008314370002153737]",0.0008314370002153737,0.0008023464998814234,0.0008545194999669548
halton,5,2048,fresh,True,jax,gpu,2,"[1124076763, 745524215, 4059357965, 2582124518, 2439227164, 3599762633, 3222492708]",0.015900937999958842,2.643529982000018,"[0.002568969000094512, 0.002593175999891173, 0.0025661810000201513, 0.0025824090000696742, 0.002609658999972453, 0.002618473999973503, 0.002638167999975849]",0.002593175999891173,0.002575689000082093,0.002614066499972978
halton,5,8192,fresh,True,jax,cpu,0,"[2846830140, 2221420929, 1917218904, 1259564189, 464011676, 637673859, 483707608]",0.014559232000010525,1.4821635569999216,"[0.0021266680000735505, 0.002139404999979888, 0.0021754879999207333, 0.002075504999993427, 0.002059423999980936, 0.0021335200001431076, 0.0021776969999791618]",0.0021335200001431076,0.002101086500033489,0.0021574464999503107
halton,5,8192,fresh,True,jax,gpu,1,"[2846830140, 2221420929, 1917218904, 1259564189, 464011676, 637673859, 483707608]",0.017051377999905526,2.6364097099999526,"[0.0025968080001348426, 0.0026152539999202418, 0.0025733289999152476, 0.0025529950000873214, 0.0025561239999660756, 0.0025642850000622275, 0.0024919219999901543]",0.0025642850000622275,0.0025545595000266985,0.002585068500025045
halton,5,8192,fresh,True,scipy,cpu,2,"[2846830140, 2221420929, 1917218904, 1259564189, 464011676, 637673859, 483707608]",0.014078278999932081,0.019558385999971506,"[0.01691173299991533, 0.01701673899992784, 0.017117809000183115, 0.01703368399989813, 0.017029047000050923, 0.016942624999956024, 0.016962028999842005]",0.01701673899992784,0.016952326999899014,0.017031365499974527
halton,5,32768,fresh,True,jax,gpu,0,"[949568388, 416818471, 589027531, 3772654486, 2563817834, 1725413544, 2517648658]",0.00023797300013939093,2.6079133260000162,"[0.0026293969999642286, 0.002651109999987966, 0.0025269600000683567, 0.00258563000011236, 0.00256847600007859, 0.0025608309999824996, 0.0025426310000966623]",0.00256847600007859,0.002551731000039581,0.0026075135000382943
halton,5,32768,fresh,True,scipy,cpu,1,"[949568388, 416818471, 589027531, 3772654486, 2563817834, 1725413544, 2517648658]",0.01521423600001981,0.06892872899993563,"[0.06613331699986702, 0.0661584069998753, 0.06606503200009683, 0.0661873439998999, 0.06619374899992181, 0.0661513580000701, 0.06638757900009296]",0.0661584069998753,0.06614233749996856,0.06619054649991085
halton,5,32768,fresh,True,jax,cpu,2,"[949568388, 416818471, 589027531, 3772654486, 2563817834, 1725413544, 2517648658]",0.0002374989999225363,1.4975849790000666,"[0.0072147030000451196, 0.009129017999839562, 0.007103149000158737, 0.009366746000068815, 0.008711230000017167, 0.007568148000018482, 0.00753386400015188]",0.007568148000018482,0.0073742835000985,0.008920123999928364
halton,5,131072,fresh,True,scipy,cpu,0,"[1095064362, 634755448, 2282105522, 2181588748, 1539927011, 1397386631, 91032303]",0.015222256000015477,0.26616433100002723,"[0.26312210600008257, 0.2632009609999386, 0.2633445420001408, 0.2644949569998971, 0.2642260149998492, 0.26415430699989884, 0.2644491989999551]",0.26415430699989884,0.2632727515000397,0.26433760699990216
halton,5,131072,fresh,True,jax,cpu,1,"[1095064362, 634755448, 2282105522, 2181588748, 1539927011, 1397386631, 91032303]",0.0002492959999926825,1.4383249540001088,"[0.026075973999923008, 0.02238832300008653, 0.02549005799983206, 0.023870026999929905, 0.024777399999948102, 0.025391518999867912, 0.02233672000011211]",0.024777399999948102,0.023129175000008217,0.025440788499849987
halton,5,131072,fresh,True,jax,gpu,2,"[1095064362, 634755448, 2282105522, 2181588748, 1539927011, 1397386631, 91032303]",0.014351590000160286,2.595964250999941,"[0.0025065339998491254, 0.0025707820000206993, 0.0025881379999646015, 0.0025987139999870124, 0.002589976000081151, 0.002516777999971964, 0.0025275649998093286]",0.0025707820000206993,0.0025221714998906464,0.0025890570000228763
halton,10,128,fresh,True,jax,cpu,0,"[1844346268, 2928634071, 2078525940, 2457192850, 1276218828, 2451981060, 1323319589]",0.014669957000023714,2.5738229709997995,"[0.0007286150000709313, 0.0007806610001352965, 0.0007579559999157937, 0.0006673469999896042, 0.0007325130000026547, 0.0007125699999050994, 0.0006822370000918454]",0.0007286150000709313,0.0006974034999984724,0.0007452344999592242
halton,10,128,fresh,True,jax,gpu,1,"[1844346268, 2928634071, 2078525940, 2457192850, 1276218828, 2451981060, 1323319589]",0.03223483500005386,5.4977207630001885,"[0.00376356499987196, 0.003738653999789676, 0.0037631119998877693, 0.0037337359999582986, 0.0037169280001307925, 0.0038127620000523166, 0.0037518669998917176]",0.0037518669998917176,0.0037361949998739874,0.0037633384998798647
halton,10,128,fresh,True,scipy,cpu,2,"[1844346268, 2928634071, 2078525940, 2457192850, 1276218828, 2451981060, 1323319589]",0.031219650000139154,0.004019811000034679,"[0.0011149469999054418, 0.00109260399995037, 0.0010996230000728247, 0.0010925530000349681, 0.001089513000124498, 0.0010879710000608611, 0.0010999510000146984]",0.00109260399995037,0.001091033000079733,0.0010997870000437615
halton,10,512,fresh,True,jax,gpu,0,"[4102072589, 2675326786, 1358465730, 2105632083, 2713634391, 638964314, 1091430860]",0.00024081299989120453,5.31628020800008,"[0.0036833760000263283, 0.00383965400010311, 0.0038393859999814595, 0.00384019500006616, 0.0037198969998826215, 0.0036959010001282877, 0.004131942999947569]",0.0038393859999814595,0.0037078990000054546,0.003839924500084635
halton,10,512,fresh,True,scipy,cpu,1,"[4102072589, 2675326786, 1358465730, 2105632083, 2713634391, 638964314, 1091430860]",0.03063958300003833,0.007634512000095128,"[0.002309075000084704, 0.002225587000111773, 0.002210123000168096, 0.0021996289999606233, 0.0022151379998831544, 0.002226414000006116, 0.002205034000098749]",0.0022151379998831544,0.0022075785001334225,0.0022260005000589445
halton,10,512,fresh,True,jax,cpu,2,"[4102072589, 2675326786, 1358465730, 2105632083, 2713634391, 638964314, 1091430860]",0.00023947899990162114,2.544660717999932,"[0.0008907080000426504, 0.0009422770001492609, 0.0009266810000099213, 0.0009794340001008095, 0.0008310069999879488, 0.0009029949999330711, 0.0008799420002105762]",0.0009029949999330711,0.0008853250001266133,0.0009344790000795911
halton,10,2048,fresh,True,scipy,cpu,0,"[2754461708, 2464691603, 3112703460, 1403058588, 315343373, 3453645929, 2460689429]",0.03318273100012448,0.010477594999883877,"[0.006546452000065983, 0.006518841000115572, 0.006497715000023163, 0.006546294999907332, 0.0065553480001199205, 0.00657040600003711, 0.006550444000140487]",0.006546452000065983,0.006532568000011452,0.006552896000130204
halton,10,2048,fresh,True,jax,cpu,1,"[2754461708, 2464691603, 3112703460, 1403058588, 315343373, 3453645929, 2460689429]",0.000244421999923361,2.488498163000031,"[0.00133116400002109, 0.0013953489999494195, 0.0014169769999625714, 0.0013987320000978798, 0.0014162330000999646, 0.0014053169998078374, 0.0014066409999031748]",0.0014053169998078374,0.0013970405000236497,0.0014114370000015697
halton,10,2048,fresh,True,jax,gpu,2,"[2754461708, 2464691603, 3112703460, 1403058588, 315343373, 3453645929, 2460689429]",0.03519431299991993,5.406089411000039,"[0.00360596199993779, 0.003622914000061428, 0.00366817600001923, 0.003632498000115447, 0.003560864999826663, 0.003537641999855623, 0.003756366000061462]",0.003622914000061428,0.0035834134998822265,0.0036503370000673385
halton,10,8192,fresh,True,jax,cpu,0,"[3229458568, 861526787, 2194127308, 2958415229, 888262176, 3668807174, 4198566648]",0.03164985700004763,2.582477182000048,"[0.0034706740000274294, 0.0034008989998710604, 0.003515727000149127, 0.0034046910000142816, 0.0031241819999650033, 0.0033244210001157626, 0.003377847999900041]",0.0034008989998710604,0.003351134500007902,0.0034376825000208555
halton,10,8192,fresh,True,jax,gpu,1,"[3229458568, 861526787, 2194127308, 2958415229, 888262176, 3668807174, 4198566648]",0.035061772999824825,5.463848856999903,"[0.0035806670000511076, 0.0036139559999810444, 0.0036012929999742482, 0.003626123000003645, 0.003613162999954511, 0.0036584619999757706, 0.0035756160000346426]",0.003613162999954511,0.003590980000012678,0.0036200394999923446
halton,10,8192,fresh,True,scipy,cpu,2,"[3229458568, 861526787, 2194127308, 2958415229, 888262176, 3668807174, 4198566648]",0.03280403500002649,0.030034109000098397,"[0.023881156000015835, 0.023908969000103752, 0.023861169999918275, 0.023867490999919028, 0.023982230000001437, 0.023911609000151657, 0.023884752999947523]",0.023884752999947523,0.02387432349996743,0.023910289000127705
halton,10,32768,fresh,True,jax,gpu,0,"[3421025829, 2513559045, 3377855318, 1745551929, 2848829156, 562594791, 2891575112]",0.0002330750000965054,5.435353142000167,"[0.0036304969999036985, 0.003601124999931926, 0.003673036000236607, 0.0035955930002273817, 0.0036207269999977143, 0.003576411999802076, 0.003595336999751453]",0.003601124999931926,0.0035954649999894173,0.0036256119999507064
halton,10,32768,fresh,True,scipy,cpu,1,"[3421025829, 2513559045, 3377855318, 1745551929, 2848829156, 562594791, 2891575112]",0.03150905100028467,0.09979454800031817,"[0.09368386999994982, 0.0937068889998045, 0.0938150079996376, 0.09365735499977745, 0.09390460200029338, 0.09400354599983984, 0.09388594800020655]",0.0938150079996376,0.09369537949987716,0.09389527500024997
halton,10,32768,fresh,True,jax,cpu,2,"[3421025829, 2513559045, 3377855318, 1745551929, 2848829156, 562594791, 2891575112]",0.00024425600031463546,2.4375401369998144,"[0.010546710999733477, 0.011339011000018218, 0.011213566000151332, 0.011409614999593032, 0.014159347000259004, 0.01366356500011534, 0.01381662799985861]",0.011409614999593032,0.011276288500084775,0.013740096499986976
halton,10,131072,fresh,True,scipy,cpu,0,"[2844780769, 576580509, 2637462757, 2688224370, 1840418393, 1592368487, 945038679]",0.033478740000191465,0.3783689110000523,"[0.37261948800005484, 0.37265292600022804, 0.37266195700021854, 0.3729546639997352, 0.37295535399971413, 0.3727904609995676, 0.3734625789998063]",0.3727904609995676,0.3726574415002233,0.37295500899972467
halton,10,131072,fresh,True,jax,cpu,1,"[2844780769, 576580509, 2637462757, 2688224370, 1840418393, 1592368487, 945038679]",0.0002391650000390655,2.5332522509997943,"[0.031929624999975204, 0.03266131500004121, 0.03266858000006323, 0.038522716999978, 0.03491496700007701, 0.03176195900005041, 0.0362458169997808]",0.03266858000006323,0.03229547000000821,0.035580391999928906
halton,10,131072,fresh,True,jax,gpu,2,"[2844780769, 576580509, 2637462757, 2688224370, 1840418393, 1592368487, 945038679]",0.03250522300004377,5.429638262000026,"[0.003571627999917837, 0.0035830180004268186, 0.0036567389997799182, 0.0036412019999261247, 0.0035581229999479547, 0.0036024510000061127, 0.003616254000007757]",0.0036024510000061127,0.0035773230001723277,0.003628727999966941
halton,30,128,fresh,True,jax,cpu,0,"[1694089052, 298215738, 3910686991, 609271223, 1561130469, 2498984312, 968229911]",0.0313464859996202,6.5278855810001915,"[0.0027191199997105286, 0.0027206919999116508, 0.0027716239997062075, 0.0027152080001542345, 0.0026490579998608155, 0.0026759090001178265, 0.00268095399997037]",0.0027152080001542345,0.0026784315000440984,0.0027199059998110897
halton,30,128,fresh,True,jax,gpu,1,"[1694089052, 298215738, 3910686991, 609271223, 1561130469, 2498984312, 968229911]",0.10179581900001722,16.716423209000368,"[0.006903825999870605, 0.007259262999923521, 0.007447257999956491, 0.007537210000009509, 0.0074078289999306435, 0.007088175999797386, 0.006910246999723313]",0.007259262999923521,0.006999211499760349,0.0074275434999435674
halton,30,128,fresh,True,scipy,cpu,2,"[1694089052, 298215738, 3910686991, 609271223, 1561130469, 2498984312, 968229911]",0.09853905999989365,0.02562315800014403,"[0.002098229000239371, 0.0021020640001552238, 0.0020852680004281865, 0.00207049399978132, 0.002076443000078143, 0.0020949199997630785, 0.002091394999752083]",0.002091394999752083,0.002080855500253165,0.002096574500001225
halton,30,512,fresh,True,jax,gpu,0,"[1578528830, 2905870687, 2207754797, 1859750715, 1216321299, 736497106, 1632344591]",0.00023695900017628446,16.704201745999853,"[0.006582704999800626, 0.006911175999903207, 0.006783600999824557, 0.006788324999888573, 0.006819974999871192, 0.006809917999817117, 0.006710118999762926]",0.006788324999888573,0.006746859999793742,0.0068149464998441545
halton,30,512,fresh,True,scipy,cpu,1,"[1578528830, 2905870687, 2207754797, 1859750715, 1216321299, 736497106, 1632344591]",0.09988091300010637,0.039058857999862084,"[0.004097716999694967, 0.004112614999939979, 0.004094586999599414, 0.004087411000000429, 0.00411671399979241, 0.004096737000054418, 0.004074442999808525]",0.004096737000054418,0.004090998999799922,0.004105165999817473
halton,30,512,fresh,True,jax,cpu,2,"[1578528830, 2905870687, 2207754797, 1859750715, 1216321299, 736497106, 1632344591]",0.00024406400007137563,6.710731085000134,"[0.0032449950003865524, 0.0032280199998240278, 0.0032720710000830877, 0.0031342820002464578, 0.003024382000148762, 0.0030541199998879165, 0.003357792999850062]",0.0032280199998240278,0.003094201000067187,0.00325853300023482
halton,30,2048,fresh,True,scipy,cpu,0,"[2378869740, 1948167574, 1729421951, 2778904049, 222079729, 1785004587, 815746474]",0.09866409699998258,0.023324270000102842,"[0.012166791999788984, 0.01222978600026181, 0.012212036999699194, 0.012208717999783403, 0.012156540999967547, 0.01217525599986402, 0.012184612000055495]",0.012184612000055495,0.012171023999826502,0.012210377499741298
halton,30,2048,fresh,True,jax,cpu,1,"[2378869740, 1948167574, 1729421951, 2778904049, 222079729, 1785004587, 815746474]",0.0002591329998722358,6.526490365999962,"[0.004273926000223582, 0.0046922460001042055, 0.004185764999874664, 0.004053929000292555, 0.004235428999891155, 0.004073381000125664, 0.00406684099971244]",0.004185764999874664,0.004070110999919052,0.004254677500057369
halton,30,2048,fresh,True,jax,gpu,2,"[2378869740, 1948167574, 1729421951, 2778904049, 222079729, 1785004587, 815746474]",0.09644572000024709,16.97423714100023,"[0.006566908999957377, 0.006682812999770249, 0.006531859999995504, 0.006440349000058632, 0.006361863000165613, 0.006539359000271361, 0.006462579000071855]",0.006531859999995504,0.0064514640000652435,0.006553134000114369
halton,30,8192,fresh,True,jax,cpu,0,"[2048555415, 3236967990, 2451738074, 4234218273, 2994494206, 3414038481, 3180583106]",0.10119689500015738,6.909007061000011,"[0.008971861999725661, 0.008361133000107657, 0.008593189000293933, 0.008505057000093075, 0.00827789599998141, 0.007900387000063347, 0.008181336999768973]",0.008361133000107657,0.008229616499875192,0.008549123000193504
halton,30,8192,fresh,True,jax,gpu,1,"[2048555415, 3236967990, 2451738074, 4234218273, 2994494206, 3414038481, 3180583106]",0.10253251500034821,17.3047746000002,"[0.006808015999922645, 0.007062161000249034, 0.006893299999774172, 0.00683732700008477, 0.006724310999743466, 0.006657784999788419, 0.006527061000269896]",0.006808015999922645,0.006691047999765942,0.006865313499929471
halton,30,8192,fresh,True,scipy,cpu,2,"[2048555415, 3236967990, 2451738074, 4234218273, 2994494206, 3414038481, 3180583106]",0.10650735999979588,0.08790385500014963,"[0.04395297199971537, 0.04366280199974426, 0.043628405000163184, 0.043784989999949175, 0.04432672500024637, 0.043872146000012435, 0.04396561400017163]",0.043872146000012435,0.04372389599984672,0.0439592929999435
halton,30,32768,fresh,True,jax,gpu,0,"[1526996193, 703188085, 876252708, 809950248, 1912667417, 924260524, 2032050463]",0.00025042600009328453,17.275671859999875,"[0.006843000000117172, 0.006753367000328581, 0.006790820000333042, 0.006798091000291606, 0.006606413000099565, 0.00650146499992843, 0.006591673999992054]",0.006753367000328581,0.006599043500045809,0.006794455500312324
halton,30,32768,fresh,True,scipy,cpu,1,"[1526996193, 703188085, 876252708, 809950248, 1912667417, 924260524, 2032050463]",0.1002184760000091,0.21464186799994422,"[0.16902149799989274, 0.1694330169998466, 0.16928768200023114, 0.1695199529999627, 0.16928130599990254, 0.16874858199980736, 0.1689255520000188]",0.16928130599990254,0.16897352499995577,0.16936034950003886
halton,30,32768,fresh,True,jax,cpu,2,"[1526996193, 703188085, 876252708, 809950248, 1912667417, 924260524, 2032050463]",0.0002463559999341669,6.475330960000065,"[0.026972192999892286, 0.026002126000093995, 0.024644443999932264, 0.023706277999735903, 0.02636365799980922, 0.025599507999686466, 0.027362946999801352]",0.026002126000093995,0.025121975999809365,0.026667925499850753
halton,30,131072,fresh,True,scipy,cpu,0,"[2542897950, 1003079529, 1268790401, 702796833, 2576255813, 1549929059, 4237941226]",0.09593808099998569,0.6850966960000733,"[0.6716692059999332, 0.6728326659999766, 0.6714832889997524, 0.6714673829997082, 0.6716196110000965, 0.6751241229999323, 0.6728197929996895]",0.6716692059999332,0.6715514499999244,0.6728262294998331
halton,30,131072,fresh,True,jax,cpu,1,"[2542897950, 1003079529, 1268790401, 702796833, 2576255813, 1549929059, 4237941226]",0.00024370800019823946,6.740732237999964,"[0.08026756099980048, 0.08307388999992327, 0.08030344400003742, 0.07829480800000965, 0.07995125199977338, 0.0826773159997174, 0.07754970499991032]",0.08026756099980048,0.07912302999989151,0.0814903799998774
halton,30,131072,fresh,True,jax,gpu,2,"[2542897950, 1003079529, 1268790401, 702796833, 2576255813, 1549929059, 4237941226]",0.0963191559999359,16.69298851099984,"[0.006676379000055022, 0.006785590000163211, 0.006780642000194348, 0.006741449999935867, 0.006778703999771096, 0.006737322000390122, 0.0067535530001805455]",0.0067535530001805455,0.006739386000162995,0.006779672999982722
halton,60,128,fresh,True,jax,cpu,0,"[3993933839, 2206735247, 3956819028, 3466077188, 1543769854, 3617851603, 3374909163]",0.10019929400004912,13.644429983000009,"[0.010490788999959477, 0.011453443999926094, 0.009856633999788755, 0.009763795000253594, 0.010231562000171834, 0.009901471999910427, 0.009570698000061384]",0.009901471999910427,0.009810214500021175,0.010361175500065656
halton,60,128,fresh,True,jax,gpu,1,"[3993933839, 2206735247, 3956819028, 3466077188, 1543769854, 3617851603, 3374909163]",0.19356347300026755,36.25636275399984,"[0.010394072000053711, 0.011188483999831078, 0.010984272999849054, 0.010871789999782777, 0.01087551299997358, 0.010837944999821048, 0.010800858000038716]",0.010871789999782777,0.010819401499929882,0.010929892999911317
halton,60,128,fresh,True,scipy,cpu,2,"[3993933839, 2206735247, 3956819028, 3466077188, 1543769854, 3617851603, 3374909163]",0.208976709000126,0.10875098499991509,"[0.0039300020002883684, 0.003890909999881842, 0.0038577880000048026, 0.003860170999814727, 0.0038627359999736655, 0.0038984289999461907, 0.0038696910000908247]",0.0038696910000908247,0.0038614534998941963,0.0038946694999140163
halton,60,512,fresh,True,jax,gpu,0,"[3136238566, 914150895, 1311110817, 2123431348, 2589306395, 3723550779, 1948425695]",0.0002441650003675022,35.57144703999984,"[0.010752506999779143, 0.011715005000041856, 0.011692036000113148, 0.011558955000054993, 0.0115224890000718, 0.011578045000078419, 0.01145852699983152]",0.011558955000054993,0.01149050799995166,0.011635040500095784
halton,60,512,fresh,True,scipy,cpu,1,"[3136238566, 914150895, 1311110817, 2123431348, 2589306395, 3723550779, 1948425695]",0.2335481219997746,0.14355909999994765,"[0.006862957000066672, 0.006892639999932726, 0.006946759000129532, 0.006866751999950793, 0.0068624380000983365, 0.006829146999734803, 0.006801637000080518]",0.006862957000066672,0.00684579249991657,0.0068796959999417595
halton,60,512,fresh,True,jax,cpu,2,"[3136238566, 914150895, 1311110817, 2123431348, 2589306395, 3723550779, 1948425695]",0.00023012800011201762,13.326269828000022,"[0.00999810300027093, 0.011308989000099245, 0.010025319999840576, 0.010411628999918321, 0.011257334000219998, 0.009807959000227129, 0.010466018999977678]",0.010411628999918321,0.010011711500055753,0.010861676500098838
halton,60,2048,fresh,True,scipy,cpu,0,"[2626163981, 1314570214, 3945665844, 2464893001, 1787635828, 2215233790, 2369558365]",0.20733227600021564,0.0439074820001224,"[0.01860219699983645, 0.018677055000352993, 0.018748124000012467, 0.018704109999816865, 0.018814193999787676, 0.018741528000191465, 0.01875756699973863]",0.018741528000191465,0.01869058250008493,0.018752845499875548
halton,60,2048,fresh,True,jax,cpu,1,"[2626163981, 1314570214, 3945665844, 2464893001, 1787635828, 2215233790, 2369558365]",0.0002465949996803829,13.435770275999857,"[0.014135474000340764, 0.012768369000241364, 0.013012048000291543, 0.013486886999999115, 0.013893558000290795, 0.01305248299968298, 0.013450213999931293]",0.013450213999931293,0.013032265499987261,0.013690222500144955
halton,60,2048,fresh,True,jax,gpu,2,"[2626163981, 1314570214, 3945665844, 2464893001, 1787635828, 2215233790, 2369558365]",0.19857707100027255,35.76785725400032,"[0.010066251999887754, 0.010517059999983758, 0.010304128999905515, 0.010012179000113974, 0.01026064600000609, 0.010040532999937568, 0.01003122500014797]",0.010066251999887754,0.010035879000042769,0.010282387499955803
halton,60,8192,fresh,True,jax,cpu,0,"[1103134963, 4201301494, 598062624, 3918545093, 3220530650, 380558475, 2964434086]",0.21743961899983333,13.845678960999976,"[0.02199369599975398, 0.021934893999969063, 0.021703585000068415, 0.021684268999706546, 0.020992687000216392, 0.02316731900009472, 0.021883397000237892]",0.021883397000237892,0.02169392699988748,0.021964294999861522
halton,60,8192,fresh,True,jax,gpu,1,"[1103134963, 4201301494, 598062624, 3918545093, 3220530650, 380558475, 2964434086]",0.21544492299972262,35.62851265299969,"[0.010078722000343987, 0.010331303999919328, 0.010048857999663596, 0.009887117999824113, 0.009724333999656665, 0.009777850999853399, 0.009724358999847027]",0.009887117999824113,0.009751104999850213,0.010063790000003792
halton,60,8192,fresh,True,scipy,cpu,2,"[1103134963, 4201301494, 598062624, 3918545093, 3220530650, 380558475, 2964434086]",0.22291042500000913,0.23647905500001798,"[0.06768771000042761, 0.06737739199979842, 0.067075769999974, 0.06696426100006647, 0.06695681400015019, 0.06757020299983196, 0.0677746449996448]",0.06737739199979842,0.06702001550002024,0.06762895650012979
